message_id,user_message,romanized_text,layer1_flags,openai_verdict,openai_issue_type,openai_reason
2394,"""بہت اچھے. اچھا اب مجھے کپاس کے بتاؤ کہ کپاس کے کون کون سے بیج اچھے ہیں. مندور شدہ اقسام کے بارے میں بتاؤ.""",“Bhat acche. accha ab mujhe cupas ke batao ke cupas ke kon kon se beej acche hain. Mandoor shuda aqsam ke baare mein batao.”,,suspicious,phonetic_mismatch,'Bhat' and 'cupas' don't match 'بہت' and 'کپاس'.
2395,"""اچھا مجھے بتاؤ. نہیں میری زمین یار بارانی ہے.""",""" acha mujhe batao. nahi meri zameen yaar barani hai.""",,clean,,Meaning preserved; transliteration acceptable.
2396,"""اچھا مجھے کرا کھادوں کے بارے میں بتاؤ. میں نے کماد کی فصل کو ابھی کھاد لگانی ہے.""",“achi mujhe kara khadon ke baare mein batao. main ne kamad ki fasal ko abhi khad lagany hai.,,suspicious,phonetic_mismatch,'achi' and 'kara' don't match 'اچھا' and 'کرا'.
2397,"""اے. دو سو چھتر. ہاں.والی لازم ہے. یہ کون سی ایکٹ تھی ہے؟ یہ اگے ہے فائنل لٹے ہیں. اسے کپڑا انشاءاللہ یہاں رہا ہے. گرے. یہ ایلا سبت نہیں؟ او پچھے بھجالا کپڑا جو او بوڑیاں نے کول بھجالا. تحصیل بشام صاحب اے موسم دیکھی صورتحال ہے.""",“Y. do so chhatar. haan.wali lazim hai. ye kon si act thi? ye uge hai final lutte hain. use kapra inshaallah yahan raha hai. giray. ye Ela sabat nahi? o pche bhjala kapra jo o boriyan ne cool bhjala. Tehseel Basam sahib a mausam dekhi sorat e haal hai.,,suspicious,phonetic_mismatch,"Several words are badly garbled, e.g. 'Y' for 'اے'."
2398,ہاں.,haan.,,clean,,Exact transliteration.
2399,"""ہی ہی ہاں تو دونے دن پہلے ہو""","""hi hi haan to donay din pehle ho""",,clean,,Informal wording still transliterated.
2400,"""ڈیسرٹ پیلو.""",“just palao.”,,suspicious,phonetic_mismatch,'just palao' does not match 'ڈیسرٹ پیلو'.
2401,"""کیا حال ہے؟""",""" kya haal hai?",,clean,,Question transliterated correctly.
2402,"""مجھے یہ بتاؤ آپ کیا معلومات دیتے ہو؟""",""" mujhe yeh batao aap kya maloomat dete ho?",,clean,,All words present in order.
2403,"""مجھے یہ بتاؤ کہ تمہارے پاس یہ ساری معلومات کہاں سے آئی ہے؟""",“mghe yeh btao ke tumharay paas yeh saari maloomat kahan se aai hai?,,suspicious,phonetic_mismatch,'mghe' and 'btao' are misspelled beyond normal variation.
2404,"""اچھا مجھے بتاؤ کہ گندم کی فصل میں کون سی کھادیں ڈالوں.""",""" acha mujhe batao ke gandum ki fasal mein konsi khadein daloon.""",,clean,,Acceptable transliteration.
2405,"""میری زمین کمزور ہے.""",""" meri zameen kamzor hai.""",,clean,,Simple transliteration.
2406,"""اچھا یہ بتاؤ کہ تمہارے پاس کون کون سی فصلوں کا کون کون سے سبزیوں کا کون کون سی فروٹوں کا ڈیٹا ہے. تم کیا معلومات دیتے ہو؟""",“acha ye btao k tumhary paas kon kon si faslun ka kon kon se sabzion ka kon kon si fruit ka data hai. tum kya maloomat dete ho?,,suspicious,phonetic_mismatch,'fruit' and some forms don't match Urdu source well.
2407,"""تمہارا کیا نام ہے؟""",""" tumhara kya naam hai?",,clean,,Transliteration is fine.
2408,"""اچھا تحصیل بشام میری ایک بات سنو. میرے پاس جو ہے نا اقریبا کوئی تین ایکڑ زمین ہے. مجھے سمجھ مجاڑی میں اس زمین پہ کیا ہوں ہر کون کون سی فصل لگاؤں اور مجھے یہ بھی بتاؤ کہ کون سی فصل سب سے زیادہ منافع بخش رہے گی.""",""" accha tehseel bsham meri aik baat suno. mere paas jo hai na aqreeba koi teen acre zameen hai. mujhe samajh mujarhi mein iss zameen pe kya hun har kon kon si fasal lagao aur mujhe yeh bhi batao ke kon si fasal sab se zyada munafe bakhash rahegi.",,clean,,All content appears preserved.
2409,"""ابھی آپ نے اسی گوم میں اسی طرح کے نا لمبے لمبے سوالز میں پاس گندم کی فصل لگی ہوئی ہے. ابھی بہت ساری بارشیں ہو گئی ہیں. مجھے اب سمجھ نہیں آ رہی ان بارشوں کے بعد میں دوبارہ گندم کی فصل کو پانی لگاؤں یا نہ لگاؤں. اور میں نے گندم کی کٹائی بھی کرانی ہے تو مجھے اس کے مطلق بہت ساری تیاتی تدابیر بتاؤ تاکہ جو ہے میں اپنی فصل کا جاناج ہمو محفوظ کر لوں.""",“ abhi aap ne isi gom mein isi tarha ke na lambay lambay sawals mein paas gandum ki fasal lagi hui hai. abhi bohot saari baraseen ho gayi hain. mujhe ab samaj nahi aa rahi un baarisho ke baad mein dobara gandum ki fasal ko pani lagao ya na lagao. aur maine gandum ki katai bhi karani hai to mujhe is ke mutlaq bohot saari tiyati tadabeer batao takay jo hai main apni fasal ka janaj hummo mehfooz kar lon.,,suspicious,phonetic_mismatch,Multiple garbled words like 'gandum' context mostly okay but several mismatches.
2410,"""میں نے جو ہے وہ کٹائی کرانی ہے مزدوروں سے.""",""" main ne jo hai woh katai karani hai mazdooron se.""",,clean,,Matches source.
2411,"""اچھا تحصیل بشام مجھے بتاؤ تمہارا کیا حال ہے.""",""" acha tehseel bsham mujhe batao tumhara kya haal hai.""",,clean,,Acceptable transliteration.
2412,"""اچھا آج ہم نماز کے بارے میں بات کریں گے. نماز پڑھنا کتنا اہم ہے ہمارے لیے؟""",“ acha aaj hum namaz ke baare mein baat karein gay. namaz parhna kitna aham hai hamaray liye?”,,clean,,All content present.
2413,"""اچھا مجھے اسلام آباد کے ارکان بتاؤ کتنے اسلام آباد کے ارکان.""",""" acha mujhe Islamabad ke arkaan batao kitne Islamabad ke arkaan.""",,clean,,Transliteration preserved.
2414,"""اچھا مجھے یہ بتاؤ میں نے کپاس کی فصل لگائی ہوئی ہے. تو کپاس کی فصل کے جو ہے نا ٹینڈے وہ صحیح نہیں بنتے وہ گر جاتے ہیں. اور پتے جو ہے وہ مروڑے جاتے ہیں ایسے جیسے ان کے اوپر نہ کوئی بیماری لگی ہو. تو اس کے بارے میں بتاؤ کہ یہ کیا چیز ہے اس کا کیا علاج کروں میں.""",“acha mujhe ye batao ma ne cupas ki fasal lagai hui hai. to cupas ki fasal ke jo hai na tentay wo sahi nahi bante wo gir jaate hain. aur pattay jo hai wo maroray jaate hain aise jaisay un ke oopar na koi badi lagi ho. to iss ke baray mein batao ke ye kya cheez hai uska kya ilaj keron me.,,clean,,Mostly phonetic transliteration; no clear rubric trigger.
2415,"""اچھا مجھے یہ بتاؤ کہ سیالکنڈ منڈی میں کپاس کا کیا ریٹ ہے.""",""" acha mujhe yeh batao ke silknڈ manndi mein cups ka kya rate hai.""",script_leakage,suspicious,phonetic_mismatch,'silknڈ' and 'cups' are not faithful transliterations.
2416,"""ہشم جی بتاؤ کہ اس وقت تحصیل لاہور کا موسم کیسا ہے.""",“Hasham jee batao ke iss waqt tehseel Lahore ka mausam kaisa hai.”,,clean,,iss/uss choice fits context.
2417,"""جیر بھائی کیا حال ہے؟""","""jir bhai kya haal hai?",,clean,,Simple transliteration.
2418,"""اچھا مجھے بتاؤ کہ تم یہ سارا معلومات کہاں سے لیتے ہو.""",“Acha mujhe btao k tum yeh sara maloomat kahan se lete ho.”,,clean,,All words present.
2419,"""اچھا تم نے کھانے کے کیا پسند ہے اور تم سہر کے لیے کس جگہ پہ جا پہ""",“acha tumne khane ke kya pasand hai aur tum Sehr ke liye kis jagah pe ja pe”,,suspicious,degenerate_output,Output is truncated and ends mid-sentence.
2420,"""تمہارے پاس یہ معلومات کہاں سے آپ کی ہے؟""","""Tumhary paas yeh maloomat kahan se aap ki hai?",,suspicious,phonetic_mismatch,'aap ki hai' does not match source wording.
2421,"""ہمارے والد مہارت میں کیا پوچھاتا ہے؟""",“HAMare walid mahaarat mein kya poochata hai?”,,clean,,Transliteration acceptable.
2422,"""ہمارا کیا نام ہے؟""",""" Hamara kya naam hai?",,clean,,Simple transliteration.
2423,"""السلام علیکم تحصیل بشام کیسے ہیں آپ؟""","""slam alaikum tehseel bsham kaise hain aap?",,suspicious,phonetic_mismatch,'slam' drops the initial 'a' from 'السلام'.
2425,"""آج مجھے گندم کی فصل کے باہر میں اپڈیٹ دیں.""","""aj mujhe gandum ki fasal ke bahar mein update den.""",,clean,,Content preserved.
2426,"""میں تو یہ ہے کہ میں کو کون چیز اتھا رہے ہیں نہیں دیتے.""",“ main to ye hai ke main ko kon cheez utha rahe hain nahi dete.”,,suspicious,phonetic_mismatch,Several words are garbled and don't match source.
2427,"""تم کون فضی فصلوں کے باہر پانی لیتے ہو.""",“Tam kon Fzi faslun ke bahar pani lete ho.”,,suspicious,phonetic_mismatch,'Fzi' does not match 'فضی' phonetically.
2428,"""کیا تم کسان کے دوست ہو؟""",""" kia tum kisan ke dost ho?",,clean,,Acceptable transliteration.
2429,"""السلام علیکم ورحمت اللہ وبرکاتہ.""","""slam alaikum warhmat Allah wabarkata.""",,clean,,Standard transliteration variant only.
2430,"""السلام علیکم تحصیل بشام کیسے ہیں آپ.""","""slam alaikum tehseel bsham kaise hain aap.""",,clean,,Acceptable transliteration.
2431,"""مجھے گندم کی کاشتکاری کے بارے میں مکمل تفصیل دو.""",""" mujhe gandum ki kashtkari ke baare mein mukammal tafseel do.""",,clean,,Matches source.
2432,"""ہیلو عشیر صاحب کیا حال ہے آپ کے.""","""Hellow ashir sahib kya haal hai aap ke.""",,clean,,Transliteration acceptable.
2433,"""ہر مردان بھائی مجھے سمجھ نہیں آ رہی میرے پودوں میں سونڈی لگ جاتی ہے.""","""har mardan bhai mujhe samajh nahi aa rahi mere poudon mein sondi lag jaati hai.""",,clean,,All words present.
2434,"""اج اسلمباد کا موسم کیسا ہے؟""","""aj aslambad ka mausam kaisa hai?",,clean,,Acceptable transliteration.
2435,"""اسلام آباد کے موسم سنگھر ہے. اللہ حافظ.""",""" Islamabad ke mausam singhar hai. Allah Hafiz.""",,clean,,All content present.
2436,"""اچھا. تم یہ بتاؤ کہ میں نے کپاس کی فصل لگائی ہے اس پہ سفید سوڑی کا حملہ ہے.""",“ache. tum ye batao ke maine cupas ki fasal lagai hai iss pe safaid sorhi ka hamla hai.,,clean,,Mostly phonetic transliteration.
2437,"""گندم کی فصل کی خبر دیں.""",""" gandum ki fasal ki khabar den.""",,clean,,Matches source.
2438,"""موسم کا حال بتاؤ.""",“Museem ka haal batao.”,,clean,,Simple transliteration.
2439,"""کپاس کی فصل کی خبریں دیں.""",“copaas ki fasal ki khabrain den.”,,clean,,Acceptable transliteration.
2440,"""السلام علیکم.""","""slam alaikum.""",,clean,,Standard transliteration variant.
2441,"""تحصیل بشام آج کل کے موسم میں کون سی فصل جو ہے میرے لیے بہترین رہے گی؟ میرا جو علاقہ ہے وہ ہے گجرانولا. تو گجرانولا کے آس پاس کون سی فصل جو ہے اس موسم کے لیے بہترین ہے؟""",""" Tehsil Busham aaj kal ke mausam mein kon si fasal jo hai mere liye behtareen rahay gi? mera jo ilaqa hai woh hai gjranola. to gjranola ke aas paas kon si fasal jo hai iss mausam ke liye behtareen hai?",,clean,,All clauses preserved.
2442,"""میں بات اگر کروں تو کتنے مہینے لیں گی ہے.""",“ main baat agar karu to kitne mahine len gi hai.”,,clean,,Transliteration acceptable.
2443,"""السلام علیکم. کیا میں آپ سے معالمہ شیخ کے بارے میں پوچھ سکتا ہوں؟""",“Lslam alaikum. kya mein aap se malmh Sheikh ke baare mein pooch sakta hun?,,suspicious,phonetic_mismatch,'Lslam' and 'malmh' are garbled transliterations.
2444,"""تحصیل بشام بہت شکریہ. مجھے یہ بتائیں کہ اگر میں گندم یا مکئی کی فصل کی بات کروں تو کتنا ٹائم لے گی یہ کمپلیٹ ہونے میں.""",“تحel bsham bahut shukriya. mujhe yeh bitayen k agar main gandum ya makai ki fasal ki baat karon to kitna time le gi yeh complete honay mein.”,script_leakage,suspicious,script_leakage,Output begins with Urdu script 'تحel'.
2445,"""السلام علیکم کیا بڑے ہیں جیسے ہی. سیرہ ایم اوڑ. تحصیل بشام مجھے یہ بتائیں کہ یہ فصل جائے کمپلیشن کے لیے کتنی دیر سب ڈویژن لیں گی کتنی مہینوں میں میں اس کو ہارویسٹ کر سکوں گا. مکئی اور گندم.""",“Lslam alaikum kya baray hain jaisay hi. Seera am oor. Tehseel bsham mujhe ye bitayen ke yeh fasal jaaye complission ke liye kitni der sab division len gi kitni mahino mein mein is ko harmist kar sakun ga. makai aur gandum.”,,suspicious,phonetic_mismatch,"Several words are badly garbled, e.g. 'sab division'."
2446,"""اچھا تحصیل بشام اس پہ میرے لیے گوجرانوالہ کے علاقوں میں جو ہے زیادہ تر چاول کی فصل بہت اچھی ہوتی ہے. تو اور چاول کے مقابلے میں مکئی مجھے زیادہ منافع دے گی یا چاول کی فصل زیادہ دے گی دونوں کے بارے میں مجھے بتائیں کہ کون سے زیادہ منافع مند ہے.""",""" accha tehseel Busham iss pe mere liye Gujranwala ke ilaqon mein jo hai zyada tar chawal ki fasal bohot achi hoti hai. to aur chawal ke muqablay mein makai mujhe zyada munafe de gi ya chawal ki fasal zyada de gi dono ke baray mein mujhe bitayen ke kon se zyada munafe mand hai.",,clean,,All content preserved.
2447,"""تحصیل بشام مجھے یہ بتائیں کہ اس دفعہ اس سال کتنی گندم پروڈیوس کی جائے گی.""","""تحصیل bsham mujhe yeh bitayen ke iss dafaa iss saal kitni gandum produc ki jaayegi.""",script_leakage,clean,,iss choice fits context.
2448,"""اس سال کی پیداوار گندم کی کیا رہے گی؟""",""" iss saal ki pedawar gandum ki kya rahegi? """,,clean,,iss choice fits context.
2449,"""مجھے یہ بتاؤ کہ گندم کی فصل پر موسمیاتی تبدیلیوں کے کیا اثرات دہتی ہیں.""",“mghe yeh batao ke gandum ki fasal par mosmyati tabadiyon ke kya asraat dahti hain.”,,suspicious,phonetic_mismatch,'mghe' and 'tabadiyon' are misspelled beyond normal variation.
2450,"""کیا تم مجھے کون اسلام آباد بتا سکتے ہو؟""",""" kia tum mujhe kon Islamabad bata sakte ho?",,clean,,Transliteration acceptable.
2451,"""اچھا میرا آج روزہ ہے تو کیا پانی پینے سے روزہ ٹوٹ جائے گا؟""",""" acha mera aaj roza hai to kya pani peene se roza toot jaayega?",,clean,,All content present.
2452,"""کیا پانی پینے سے روزہ ٹوٹ جاتا ہے؟""",""" kya pani peene se roza toot jaata hai? """,,clean,,Simple transliteration.
2453,"""پشاور تمہارا کیا حال ہے؟""","""pshwar tumhara kya haal hai?",,suspicious,phonetic_mismatch,'pshwar' drops a sound from 'پشاور'.
2454,"""اچھا تحصیل بشام مجھے بتاؤ آج کیا تاریخ ہے.""",""" acha tehseel Basham mujhe batao aaj kya tareekh hai.""",,clean,,Acceptable transliteration.
2455,"""اچھا مجھے بتاؤ آج گجرامالہ میں موسم کیسا رہے گا.""",""" acha mujhe batao aaj gjramala mein mausam kaisa rahega.""",,clean,,Transliteration acceptable.
2456,"""اچھا یار مجھے کراچی کا موسم متوہ.""",""" acha yaar mujhe Karachi ka mausam matwa.""",,suspicious,phonetic_mismatch,'matwa' does not match 'متوہ' phonetically.
2457,"""اچھا تحصیل بشام مجھے مختلف علاقوں کے موسم کے بارے میں جاننا ہے. کراچی, لہور, پشاور, سلام آباد, فیصل آباد, ملتان.""",""" acha tehseel bsham mujhe mukhtalif alakon ke mausam ke baare mein janna hai. Karachi, lahor, Peshawar, salam abad, Faisal abad, Multan.",,clean,,All locations preserved.
2458,"""یار تحصیل بشام میری بھینس دودھ نہیں دہ رہی ہے.""","""Yar tehseel bsham meri bhens doodh nahi de rahi hai.""",,clean,,Matches source.
2459,"""یار پشاور آج مجھے اسلمباد کے موسم کے بارے میں گھر""",""" Yar Peshawar aaj mujhe aslambad ke mausam ke baare mein ghar""",,suspicious,degenerate_output,Output is truncated and incomplete.
2460,"""یار تحصیل بشام مجھے اس لمبات کے موسم کے بارے میں بتاؤ.""","""Yar tehseel bsham mujhe iss lambat ke mausam ke baare mein batao.""",,clean,,iss/uss choice is plausible here.
2461,"""السلام علیکم بشیر. آج کل کے موسم میں کون سی فصلوں کی کاشتکاری ہوگی.""",“Lslam alaikum Basheer. aaj kal ke mausam mein konsi faslun ki kashtkari hogi.,,suspicious,script_leakage,Output starts with Urdu script 'Lslam' typo? Actually Latin only; no script leakage.
2462,"""اب تحصیل بشام میں نے شیڈ بنانا ہے جس میں بکرے رکھنے ہیں عید پر بیچنے کے لیے مجھے شیڈ بنانے کا طریقہ بتائیں کہ اس میں کیا ہونا چاہیے اور کیسے بننا چاہیے.""",“ Ab tehseel bsham ma ne sheed banana hai jis mein bakray rakhnay hain eid par baichnay ke liye mujhe sheed bananay ka tareeqa bitayen ke uss mein kya hona chahiye aur kaise banana chahiye.,,clean,,Content preserved.
2463,"""اپ مجھے بھینس کے شیٹ کے بارے میں بتا سکتے ہیں کہ بھینس کا شیٹ بنانے کے لیے مجھے کیا کرنا چاہیے اور کیسے بنانا چاہیے.""",“ mujhe bhens ke sheet ke baare mein bata sakte hain ke bhens ka sheet bananay ke liye mujhe kya karna chahiye aur kaise banana chahiye.,,suspicious,phonetic_mismatch,'sheet' is not a faithful transliteration of 'شیٹ' here.
2464,"""گندم کو کون سی کھاد دینی چاہیے؟""",“ gandum ko kon si khad dainee chahiye?”,,clean,,Simple transliteration.
2465,"""میری زمین زرخیزہ.""",""" meri zameen zarkiza.""",,suspicious,phonetic_mismatch,'zarkiza' does not match 'زرخیزہ' well.
2466,"""تحصیل بشام آج کا موسم سرگودھا میں کیسا ہے اور کیا یہ گندم کی بوائی کے لیے ٹھیک موسم ہے.""",""" Tehsil Busham aaj ka mausam sargodha mein kaisa hai aur kya yeh gandum ki bowai ke liye theek mausam hai.""",,clean,,All content present.
2467,"""اہ مجھے بتائیں آم کی فصل کیوں آج بھی خراب ہوتا ہے.""",“ mujhe bitayen aam ki fasal kyun aaj bhi kharab hota hai.”,,clean,,Acceptable transliteration.
2468,"""ٹماٹے کی فصل اگانے کا سب سے اچھا بات ہے.""",“muttay ki fasal ugane ka sabse acha baat hai.”,,suspicious,phonetic_mismatch,'muttay' does not match 'ٹماٹے'.
2469,"""گنے کی فصل اگانے کی سب سے اچھی مہینے کون سا ہے؟""","""agne ki fasal ugane ki sabse achi mahine kon sa hai?",,suspicious,phonetic_mismatch,'agne' does not match 'گنے'.
2470,"""اس سال سب سے زدہ بارشیں کس مہینے میں ہونے ہیں؟""",""" iss saal sab se zada barasein kis mahine mein honay hain?",,clean,,iss choice fits context.
2471,"""کیا آپ پاکستانی ہیں؟""",""" kya aap pakistani hain?",,clean,,Simple transliteration.
2472,"""ہندستان پہلے کی پیداوار زدہ ہے یا پاکستان کی""","""Hndistan pehle ki pedawar zada hai ya Pakistan ki""",,clean,,Acceptable transliteration.
2473,"""بجیر بھائی خیال رکھیے گا الافس.""",“Bjir bhai khayaal rakhiye ga Albs.”,,suspicious,phonetic_mismatch,'Albs' does not match 'الافس'.
2474,"""یار تحصیل بشام انے والے بنوں میں موسم کی کیا اپ ڈیٹ ہے؟""","""Yar tehseel bsham une walay banon mein mausam ki kya update hai? """,,clean,,All content preserved.
2475,"""تحصیل بشام آج کے دن اسلام آباد میں میں گندم کی کاشتکاری کر سکتا ہوں.""","""تحصیل bsham aaj ke din Islamabad mein mein gandum ki kashtkari kar sakta hun.""",script_leakage,clean,,Transliteration acceptable.
2476,"""تو آج کے دن میرے پاس دو ایکڑ زمین ہے. اس پہ میں کیا کاشتکاری کروں یا اس کو کیسے کارامد بناؤں؟""",To aaj ke din mere paas do acre zameen hai. iss pe mein kya kashtkari karon ya iss ko kaise karamd banaon?,,clean,,All content present.
2477,"""مشین میں نے تین اکتوبر کو گندم کی کاشتکاری دی گی. آپ کے اندازے کے مطابق اس کی کٹائی اور اگلے مراحل کب شروع گنا ہوں گے.""",“Mashin ma ne teen october ko gandum ki kashtkari de gi. aap k andazay ke mutabiq os ki katai aur aglay marahil kab shuru gina hoenge.,,suspicious,phonetic_mismatch,'gina hoenge' is garbled and not faithful.
2478,"""اچھا میں مکئی کی کاشتکاری کرنا چاہ رہا ہوں. کب وقت موضوع رہے گا اور تھوڑا سا مجھے اس کے بارے میں بتا سکتے کہ زیادہ پیداوار لینے کے لیے مجھے کیا کرنا چاہیے.""",“acha main makai ki kashtkari karna chah raha hun. kab waqt mauzo rahega aur thoda sa mujhe uss ke baray mein bata sakte k zyada pedawar lainay ke liye mujhe kya karna chahiye.”,,clean,,All content preserved.
2479,"""میریزمین زرخیزے.""",“ Merizman Zorkhize.,,suspicious,phonetic_mismatch,Output is heavily garbled and not a clear transliteration.
2480,"""اور میں کون سا بیج استعمال کروں. سب سے اچھا بیج میرے علاقے کے لیے کون سا ہے.""",“اور mein kon sa beej istimal karon. sab se acha beej mere ilaqay ke liye kon sa hai.,script_leakage,clean,,Content preserved.
2481,"""میری زمین پہ اپنا ٹیوب بل لگا ہوا.""",""" meri zameen pe apna tube bil laga hua.""",,clean,,Acceptable transliteration.
2482,"""میری زمین اصل پور میں ہے مجھے کیا کاشتکاری کرنا چاہیے.""",""" meri zameen asal poor mein hai mujhe kya kashtkari karna chahiye.""",,clean,,All content present.
2483,"""پچیس ایکڑ پر کاشتکاری خاری گندم کی کاشتکاری خاری کے لیے مجھے کیا چیزیں دلکار ہیں.""",“patches acre par kashtkari khari gandum ki kashtkari khari ke liye mujhe kya cheezein dilkar hain.,,suspicious,phonetic_mismatch,'patches acre' and 'dilkar' are not faithful transliterations.
2484,"""میری زمین آبپاش ہے اور مٹی درمیانی ہے.""",""" meri zameen aabpaash hai aur matti darmiyani hai.""",,clean,,Matches source.
2485,"""میری زمین تحصیل لاہور میں موجود ہے. میں نے آلو کاشتکاری کیے ہیں. میں کدھر بیٹھ سکتا ہوں.""",""" meri zameen tehseel Lahore mein mojood hai. main ne aalo kashtkari kiye hain. main kidhar baith sakta hun.""",,suspicious,phonetic_mismatch,'kidhar baith sakta hun' does not match source meaning.
2486,"""آلو کا کیا ریٹ ہے تیہ ایکڑ.""",“alo ka kya rate hai teh acre.”,,clean,,Acceptable transliteration.
2487,"""شکریہ مہربانی.""",“shukriya meharbani.”,,clean,,Simple transliteration.
2488,"""بشیر کیسے ہو کیا کر رہے ہو.""","""Bshir kaise ho kya kar rahe ho.""",,clean,,Transliteration acceptable.
2489,"""ہیلو بشیر""",""" hello Basheer""",,clean,,All content present.
2490,"""جی السلام علیکم بشیر کناچی کا موسم کل کیسا رہے گا؟""","""ji salam alaikum Basheer kanchi ka mausam kal kaisa rahega?",,clean,,Acceptable transliteration.
2491,"""بشیر مجھے کل کراچی کا ویدر بتاؤ.""",“Bshir mujhe kal Karachi ka widher batao.”,,suspicious,phonetic_mismatch,"'widher' is an English loanword, but 'kanchi' is garbled."
2492,"""بشیر السلام علیکم مجھے کراچی کا کل کا موسم بتاؤ.""","""Bshir salam alaikum mujhe Karachi ka kal ka mausam batao.""",,clean,,All content preserved.
2493,"""اچھا مجھے کل کراچی کا موسم بتو.""",""" acha mujhe kal Karachi ka mausam battu.""",,suspicious,phonetic_mismatch,'battu' does not match 'بتو' well.
2494,"""اچھا مجھے چاول کا ریٹ بتا دو یہ اور اوپر کیوں جا رہا ہے یہ بھی پتہ کر کے بتاؤ.""",“achi mujhe chawal ka rate bata do yeh aur oopar kyun ja raha hai yeh bhi pata karke batao.”,,clean,,Content preserved.
2495,"""اچھا بشیر تمہارا کیا حال ہے؟""",""" acha Basheer tumhara kya haal hai?",,clean,,Acceptable transliteration.
2496,"""گندم کی کاشتکاری کا وقت کب سے شروع ہوتا ہے اس کا؟""",""" gandum ki kashtkari ka waqt kab se shuru hota hai iss ka? """,,clean,,iss choice fits context.
2497,"""ہری پل میں گندم کی کاشت کا ٹائم کب شروع ہو رہا ہے؟""","""hri pal mein gandum ki kaasht ka time kab shuru ho raha hai?",,suspicious,phonetic_mismatch,"'kaasht' is okay, but 'hri pal' is garbled."
2498,"""تحصیل ہری پور ہزارہ میں گندم کی کاشتاری کا وقت تب شروع ہو رہا ہے.""",""" Tehsil hari poor hzarh mein gandum ki kashtari ka waqt tab shuru ho raha hai.""",,suspicious,phonetic_mismatch,'hzarh' and 'kashtari' are garbled transliterations.
2499,"""گندم کے لیے سب سے اچھی کھاد کون سی استعمال کی جاتی ہے اور کس وقت کس مرحلے پہ استعمال کی جاتی ہے.""",“ gandum ke liye sab se achi khad kon si use ki jaati hai aur kis waqt kis marhalay pe use ki jaati hai.,,clean,,All content present.
2500,"""زمین کی مٹی جؤ ہے وہ زرخیز ہے.""",“Zamen ki matti ju hai woh zarkhaiz hai.”,,clean,,Acceptable transliteration.
2501,"""گندم کی فصل کے موسم کے اثرات کب زیادہ ہوتے ہیں یا بارش زیادہ اگر کس وقت ہو گائے تو وہ نقصان دہ ہوتی ہے فصل کے لیے یا ہواؤں کا تیز ارنا کس وقت نقصان دہ ہوتی ہے.""",""" gandum ki fasal ke mausam ke asraat kab zyada hotay hain ya barish zyada agar kis waqt ho gaaye to woh nuqsaan da hoti hai fasal ke liye ya hawaon ka tez arna kis waqt nuqsaan da hoti hai.""",,clean,,All content preserved.
2502,"""زیادہ بارش کی صورت میں گندم کو کیا نقصان ہوسکتا ہے؟""","""zia barish ki soorat mein gandum ko kya nuqsaan ho sakta hai?",,clean,,Simple transliteration.
2503,"""بشیر میں اسلام آباد میں مکئی کی کاشت کرنا چاہ رہا ہوں. کون سا بیج میرے لیے موزور رہے گا؟""",“Bshir mein Islamabad mein makai ki kaasht karna chah raha hun. kon sa beej mere liye mozor rahega?,,suspicious,phonetic_mismatch,'mozor' does not match 'موزور' clearly.
2504,"""ا جی میری زمین بارانی ہے.""","""a jee meri zameen barani hai.""",,clean,,Acceptable transliteration.
